speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
50.3623426214772,130.090617948206,1618.16099999984,-11.8194962373334,-0.000624917866807466,1,4,2629.72958461146,171.851352076943,63.4641688007035,28.4264735158507,73.9088311412117,93.8806582646063,97.8152231119529,0,-16.558,1,50.5183950934625,1.2,1.2,-310.421814475512,-5.97846960448231,25.2099045741349,-325.354353936948,-78.870911801366,0,2814.46647351585,
50.3623123165374,130.105843610081,1618.37399999984,-11.8194820128556,-0.000552884919380838,1,4,2629.72800220301,171.851359988985,63.4641335337867,28.4264393052772,73.9087421937209,93.8799900156277,97.8152258418661,0,-16.558,1,50.5183950934625,1.2,1.2,-311.54914564327,-6.10624105045509,-0.87879230756502,-325.215082955886,-78.7201083979593,0,2814.46643930528,
50.6522376610397,130.121069281118,1618.58699999984,0,5.2894100838635,1,4,2644.8667986942,171.775666006529,63.8013688769952,28.7546715590457,74.7621460535188,44.5354422853671,100,0,0,1,0,1.2,1.2,-311.54914564327,-2.03541368348503,27.99850620471,-325.072097857679,-78.5712684428955,0,2814.79467155905,
50.9403750261499,130.136207802838,1618.79999999984,0,5.28705235922376,1,4,2659.91223371611,171.700438831419,64.1362056042183,29.0827463413308,75.6151404874601,44.5045301857969,100,0,0,1,0,1.2,1.2,-311.54914564327,-0.678468059100202,9.38658451097092,-324.929112759471,-78.4224284878318,0,2815.12274634133,
51.2267548763151,130.151260695551,1619.01299999984,0,5.2846957657172,1,4,2674.86589800604,171.62567050997,64.4686849849389,29.4106639893295,76.4677263722567,44.4737448984044,100,0,0,1,0,1.2,1.2,-311.54914564327,-0.226156019700067,3.14663811856691,-324.786127661264,-78.273588532768,0,2815.45066398933,
51.5114068084763,130.166229436043,1619.22599999984,0,5.28234030092172,1,4,2689.72933700345,171.551353314983,64.7988471133958,29.7384248309534,77.3199045604788,44.4430842598031,100,0,0,1,0,1.2,1.2,-311.549144789497,-0.0753821711718812,1.05479819792256,-324.643142563057,-78.1247485777042,0,2815.77842483095,
51.7943595863708,130.181115459305,1619.43899999984,0,5.27998596248188,1,4,2704.50405264108,171.477479736795,65.1267309550459,30.0660291852447,78.1716758816361,44.412546168697,100,0,0,1,0,1.2,1.2,-311.549144789497,-0.0251273903906271,0.35353084194778,-324.50015746485,-77.9759086226404,0,2816.10602918524,
52.075641173108,130.195920160167,1619.65199999984,0,5.27763274810599,1,4,2719.19150504592,171.40404247477,65.4523743906875,30.3934773627693,79.0230411432003,44.3821285834174,100,0,0,1,0,1.2,1.2,-311.549144789497,-0.00837579679687569,0.118490930373262,-324.357172366643,-77.8270686675767,0,2816.43347736277,
52.3552787621232,130.210644894855,1619.86499999984,0,5.27528065556321,1,4,2733.79311415552,171.331034429222,65.775814258389,30.7207696659885,79.87400113157,44.3518295195835,100,0,0,1,0,1.2,1.2,-311.549144789497,-0.00278867653303986,0.0397346287207253,-324.214187268435,-77.6782287125129,0,2816.76076966599,
52.6332988066077,130.225290982473,1620.07799999984,0,5.27292968268093,1,4,2748.31026125472,171.258448693726,66.0970863933519,31.0479063896093,80.7245566129842,44.3216470478795,100,0,0,1,0,1.2,1.2,-311.549144789497,-0.000926286012767797,0.0133161212953661,-324.071202170228,-77.5293887574491,0,2817.08790638961,
52.909727047506,130.239859706406,1620.29099999984,0,5.27057982734224,1,4,2762.74429043751,171.186278547812,66.4162256658343,31.3748878209175,81.5747083343854,44.291579291942,100,0,0,1,0,1.2,1.2,-311.549143935723,-0.000305506271670558,0.00446215487160179,-323.928217072021,-77.3805488023854,0,2817.41488782092,
53.1845885401634,130.254352315663,1620.50399999984,0,5.26823108748355,1,4,2777.09650999855,171.114517450007,66.7332660172473,31.7017142400916,82.4244570242381,44.2616244263496,100,0,0,1,0,1.2,1.2,-311.54914308195,-9.85625923113646E-05,0.00149532020367003,-323.785231973814,-77.2317088473216,0,2817.74171424009,
53.4579076797051,130.268770026151,1620.71699999984,0,5.2658834610923,1,4,2791.36819375829,171.043159031209,67.0482404945312,32.0283859205012,83.273803393303,44.2317806747103,100,0,0,1,0,1.2,1.2,-311.54914308195,-3.6177750507854E-05,0.000453118084333934,-323.642246875607,-77.0828688922579,0,2818.0683859205,
53.7297082252169,130.28311402189,1620.92999999984,0,5.26353694620485,1,4,2805.56058232563,170.972197088372,67.361181282911,32.354903128989,84.1227481353714,44.2020463078402,100,0,0,1,0,1.2,1.2,-311.54914308195,-1.20592501692847E-05,0.000176079489646959,-323.499261777399,-76.9340289371941,0,2818.39490312899,
54.0000133227982,130.297385456174,1621.14299999984,0,5.26119154090444,1,4,2819.67488430169,170.901625578492,67.6721197371237,32.681266126139,84.9712919279614,44.1724196420276,100,0,0,1,0,1.2,1.2,-311.549143935723,-7.34330312716068E-06,3.46042878104066E-05,-323.356276679192,-76.7851889821303,0,2818.72126612614,
54.2688455275508,130.31158545267,1621.35599999984,0,5.25884724331928,1,4,2833.71227742789,170.831438612861,67.9810864112031,33.0074751665304,85.819435432979,44.142899037379,100,0,0,1,0,1.2,1.2,-311.549143935723,-2.44776770905356E-06,3.61027744117125E-05,-323.213291580985,-76.6363490270666,0,2819.04747516653,
54.5362268245613,130.325715106481,1621.56899999984,0,5.2565040516207,1,4,2847.67390968168,170.761630451592,68.2881110869039,33.3335304989788,86.6671792973449,44.1134828962414,100,0,0,1,0,1.2,1.2,-311.549143935723,-8.1592256968452E-07,1.20941691622266E-05,-323.070306482778,-76.4875090720028,0,2819.37353049898,
54.8021786489349,130.339775485144,1621.78199999984,0,5.25416196402142,1,4,2861.56090032254,170.692195498387,68.5932228008388,33.6594323667658,87.514524153591,44.0841696616969,100,0,0,1,0,1.2,1.2,-311.549143935723,-3.6782307791761E-06,-2.13180755626101E-05,-322.927321384571,-76.338669116939,0,2819.69943236677,
55.0667219049313,130.353767629597,1621.99499999984,0,5.25182097877394,1,4,2875.37434089126,170.623128295544,68.8964498704011,33.9851810078564,88.3614706204267,44.0549578161254,100,0,0,1,0,1.2,1.2,-311.549143935723,-1.22607692639203E-06,1.83523656320279E-05,-322.784336286363,-76.1898291618753,0,2820.02518100786,
55.3298769842521,130.367692555096,1622.20799999984,0,5.24948109416892,1,4,2889.11529616477,170.554423519176,69.1978199185371,34.3107766551066,89.2080193032772,44.0258458798321,100,0,0,1,0,1.2,1.2,-311.549144789497,-3.81494889807861E-06,-1.94691195246072E-05,-322.641351188156,-76.0409892068115,0,2820.35077665511,
55.5916637835249,130.381551252093,1622.42099999984,0,5.24714230853374,1,4,2902.78480506912,170.486075974654,69.4973598974305,34.6362195364601,90.0541707947963,43.996832409736,100,0,0,1,0,1.2,1.2,-311.549144789497,-4.72648738099574E-06,-6.88781107882242E-06,-322.498366089949,-75.8921492517477,0,2820.67621953646,
55.8521017210263,130.395344687076,1622.63399999984,0,5.24480462023106,1,4,2916.38388155272,170.418080592236,69.7950961111572,34.9615098751362,90.8999256753541,43.9679159981156,100,0,0,1,0,1.2,1.2,-311.549144789497,1.89536957367222E-06,5.02731364290495E-05,-322.355380991742,-75.7433092966839,0,2821.00150987514,
56.1112097526859,130.409073803374,1622.84699999984,0,5.24246802765747,1,4,2929.91351542196,170.35043242289,70.0910542373638,35.2866478898083,91.7452845135015,43.9390952714105,100,0,0,1,0,1.2,1.2,-311.54914564327,-2.82304789041213E-06,-3.59900455846043E-05,-322.212395893535,-75.5944693416202,0,2821.32664788981,
56.3690063874061,130.422739521924,1623.05999999984,0,5.24013252924222,1,4,2943.37467314118,170.283126634294,70.3852593480222,35.6116337947742,92.590247866413,43.910368889073,100,0,0,1,0,1.2,1.2,-311.549144789497,2.52984940386676E-06,4.10189988746048E-05,-322.069410795327,-75.4456293865564,0,2821.65163379477,
56.6255097017353,130.436342742011,1623.27299999984,0,5.23779812344599,1,4,2956.76829859883,170.216158507006,70.6777359293066,35.9364678001185,93.4348162803082,43.8817355424705,100,0,0,1,0,1.2,1.2,-311.549144789497,8.43283134622252E-07,-1.29834557974269E-05,-321.92642569712,-75.2967894314927,0,2821.97646780012,
56.8807373539261,130.449884341973,1623.48599999984,0,5.23546480875971,1,4,2970.09531384159,170.149523430792,70.9685079006379,36.2611501118672,94.2789902908548,43.8531939538334,100,0,0,1,0,1.2,1.2,-311.549144789497,2.81094378207417E-07,-4.34751204214654E-06,-321.783440598913,-75.1479494764289,0,2822.30115011187,
57.1347065974114,130.463365179875,1623.69899999984,0,5.23313258370349,1,4,2983.35661977794,170.08321690111,71.2575986329395,36.5856809321354,95.1227704235521,43.8247428752474,100,0,0,1,0,1.2,1.2,-311.549144789497,9.36981260691391E-08,-1.45570251473186E-06,-321.640455500706,-74.9991095213651,0,2822.62568093214,
57.3874342937253,130.476786094161,1623.91199999984,0,5.23080144682551,1,4,2996.55309685293,170.017234515735,71.5450309661418,36.9100604592683,95.9661571940975,43.7963810876877,100,0,0,1,0,1.2,1.2,-311.549144789497,-1.20364802326352,-9.3917398898736,-321.497470402498,-74.8502695663014,0,2822.95006045927,
57.6389369248988,130.490147904275,1624.12499999984,0,5.22847139670103,1,4,3009.68560569541,169.951571971523,71.8308272259745,37.2342888879756,96.8091511087367,43.7681074000929,100,0,0,1,0,1.2,1.2,-311.549144789497,2.09159674477475,25.8256345665197,-321.354485304291,-74.7014296112376,0,2823.27428888798,
57.4862498436508,130.503630809012,1624.33799999984,0,-12.6545413021091,1,4,3001.71286825221,169.991435658739,71.6573493904283,37.0372809249873,96.2969304049669,43.7399206484771,0,100,0,1,0,1.2,1.2,-311.841260886496,1.98716439518217,-0.811110831777492,-321.211500206084,-74.5525896561738,0,2823.07728092499,
56.872017934136,130.517113713749,1624.55099999984,11.9251691569091,0,1,4,2969.64001897266,170.151799905137,70.9585782844225,36.250033801819,94.2500878847294,0,6.18435880143274,0,20.928,1,56.872017934136,1.2,1.2,-311.23627446285,5.64805437446002,28.433598666718,-321.066860105019,-74.4035553228819,0,2822.29003380182,
56.8366153355907,130.530596618486,1624.76399999984,11.9103270398786,-0.729372145200008,1,4,2967.79143020731,170.161042848963,70.918259054478,36.2049168532066,94.1327838183372,100,97.1897531080507,0,20.928,1,56.872017934136,1.2,1.2,-310.631093695536,6.86901216354766,9.48300111733195,-320.923846506802,-74.2530492330383,0,2822.24491685321,
56.8155619021714,130.544087921504,1624.97699999984,11.901505021403,-0.433477473752405,1,4,2966.69210015556,170.166539499222,70.8942794931776,36.1780997520207,94.0630593552539,97.216440243036,97.1919253753945,0,20.928,1,56.872017934136,1.2,1.2,-310.025720542859,7.27525507864887,3.15326536897799,-320.782474393592,-74.101088115419,0,2822.21809975202,
56.7982806294487,130.557584223825,1625.18999999984,11.8942660936173,-0.355679164538621,1,4,2965.78973795847,170.171051310208,70.8745951010001,36.1560949172491,94.0058467848478,96.4859940103716,97.1937077546962,0,20.928,1,56.872017934136,1.2,1.2,-309.42015699097,7.41065158093873,1.05056097781842,-320.642758575503,-73.9476888513063,0,2822.19609491725,
56.7835890437915,130.571084632491,1625.40299999984,11.8881136880467,-0.302286850494701,1,4,2965.0225993498,170.174887003251,70.8578596163438,36.1373928840148,93.9572214984384,95.9850550472328,97.1952225524149,0,20.928,1,56.872017934136,1.2,1.2,-308.814405053745,7.45600026378114,0.351759941487027,-320.504713689044,-73.7928684727192,0,2822.17739288401,
56.7708681191111,130.58458853411,1625.61599999984,11.8827878232331,-0.261671795957619,1,4,2964.35836114653,170.178208194267,70.8433682841771,36.1212033627614,93.9151287431797,95.604195386954,97.1965338037246,0,20.928,1,56.872017934136,1.2,1.2,-308.208466772523,7.47149817125042,0.120182827221657,-320.368354195588,-73.6366441606281,0,2822.16120336276,
56.7597248393971,130.598095461613,1625.82899999984,11.878123450906,-0.229167993632153,1,4,2963.77650155048,170.181117492248,70.8306736532387,36.1070246410764,93.8782640667987,95.299523753464,97.197682160707,0,20.928,1,56.872017934136,1.2,1.2,-307.60234421592,7.47717165920724,0.0439867815501189,-320.233694379859,-73.4790332431544,0,2822.14702464108,
56.7498838784226,130.611605040847,1626.04199999984,11.8740049666702,-0.202345330183107,1,4,2963.26264407547,170.183686779623,70.8194622526197,36.0945053056442,93.845713794675,95.0481893560046,97.1986960965636,0,20.928,1,56.872017934136,1.2,1.2,-306.996039479669,7.47966982920532,0.0193646112821406,-320.10074834843,-73.3200531937541,0,2822.13450530564,
56.7411403464233,130.625116962768,1626.25499999984,11.8703463602594,-0.179749328250234,1,4,2962.80609015887,170.185969549206,70.8095007964444,36.0833839031456,93.8167981481785,94.8365203265079,97.1995967948759,0,20.928,1,56.872017934136,1.2,1.2,-306.389554686298,7.48118986194552,0.011780519252357,-319.969530028248,-73.1597216293863,0,2822.12338390315,
56.733335398908,130.63863096681,1626.46799999984,11.867080967362,-0.160429208819934,1,4,2962.39854554679,170.188007272266,70.8006084169517,36.0734577879394,93.7909902486424,94.6555825552908,97.200400673939,0,20.928,1,56.872017934136,1.2,1.2,-305.782891984908,7.48244944605387,0.00976049281666572,-319.840053165172,-72.9980563086665,0,2822.11345778794,
56.7263421963569,130.652146830008,1626.68099999984,11.8641555696035,-0.143724173275596,1,4,2962.03338716291,170.189833064185,70.7926406814675,36.0645651872362,93.767869486814,94.499168828888,97.2011208400835,0,20.928,1,56.872017934136,1.2,1.2,-305.176053551024,7.48367613652507,0.00950429313123837,-319.712331322536,-72.8350751300059,0,2822.10456518724,
56.7200571742249,130.665664359436,1626.89399999984,11.8615267256967,-0.129153739990736,1,4,2961.70520726142,170.191473963693,70.785479654629,36.0565740485592,93.7470925262538,94.3627671828866,97.2017679914156,0,20.928,1,56.872017934136,1.2,1.2,-304.569041586183,7.48493627785375,0.00976226403313345,-319.586377879721,-72.6707961297347,0,2822.09657404856,
56.714394292271,130.679183386712,1627.10699999984,11.8591583545819,-0.116356209137019,1,4,2961.40951314885,170.192952434256,70.7790273521694,36.0493746929912,93.7283742017771,94.2429821130497,97.2023510131599,0,20.928,1,56.872017934136,1.2,1.2,-303.961858317889,7.48624408750481,0.0101304260737225,-319.462206030757,-72.5052374802121,0,2822.08937469299,
56.7092810723357,130.69270376385,1627.31999999984,11.8570200702127,-0.10505171981354,1,4,2961.14252029196,170.19428739854,70.7732012305591,36.0428747532721,93.7114743585073,94.1371871564413,97.20287738785,0,20.928,1,56.872017934136,1.2,1.2,-303.354505999178,7.48759764401077,0.0104837390552036,-319.339828782943,-72.3384174879216,0,2822.08287475327,
56.7046557682028,130.706225360059,1627.53299999984,11.8550859921788,-0.0950188634302843,1,4,2960.90100453866,170.195494977307,70.7679309653177,36.0369955583373,93.6961884516769,94.0433049964417,97.2033534883048,0,20.928,1,56.872017934136,1.2,1.2,-302.746986908442,7.48899061808371,0.0107880683274118,-319.219258955475,-72.1703545915517,0,2822.07699555834,
56.7004652834368,130.719748059203,1627.74599999984,11.8533338707366,-0.0860792312045846,1,4,2960.68219339546,170.196589033023,70.7631560807491,36.0316694735943,93.6823406313451,93.959662194402,97.2037847931553,0,20.928,1,56.872017934136,1.2,1.2,-302.13930334914,7.49041599028943,0.0110380795100319,-319.100509178111,-72.0010673600641,0,2822.07166947359,
56.6966636012126,130.733271757751,1627.95899999984,11.8517444270607,-0.0780868366989321,1,4,2960.48368403915,170.197581579804,70.758824162474,36.0268378954238,93.6697785281018,93.884889768918,97.2041760493545,0,20.928,1,56.872017934136,1.2,1.2,-301.531457649447,7.49186714806082,0.011236932406078,-318.983591889842,-71.8305744907467,0,2822.06683789542,
56.6932105751795,130.746796363103,1628.17199999984,11.8503008452615,-0.0709206570607651,1,4,2960.3033801803,170.198483099099,70.7548894809257,36.0224497070193,93.6583692382501,93.8178531012246,97.2045313973023,0,20.928,1,56.872017934136,1.2,1.2,-300.923452162124,7.4933381395906,0.0113897499238601,-318.868519337591,-71.6588948072545,0,2822.06244970702,
56.6900709814553,130.760321792202,1628.38499999984,11.8489883741701,-0.0644792384397795,1,4,2960.13944256202,170.19930278719,70.7513119120902,36.0184600678954,93.6479961765281,93.7576012480794,97.2048544689305,0,20.928,1,56.872017934136,1.2,1.2,-300.315289264074,7.49482367456635,0.0115016579325886,-318.755303574927,-71.486047257636,0,2822.0584600679,
56.6872137636733,130.773847970362,1628.59799999984,11.8477940102706,-0.0586767079904808,1,4,2959.99024953921,170.200048752304,70.7480560779988,36.0148294500685,93.6385565701782,93.7033294776215,97.2051484657987,0,20.928,1,56.872017934136,1.2,1.2,-299.706971356131,7.49631905527137,0.0115772466832509,-318.643956460805,-71.3120509123478,0,2822.05482945007,
56.6846114235108,130.787374830284,1628.81099999984,11.8467062417796,-0.0534397688366619,1,4,2959.85436525428,170.200728173729,70.7450906528263,36.0115228601117,93.6299594362904,93.6543510445474,97.2054162221277,0,20.928,1,56.872017934136,1.2,1.2,-299.098500862698,7.49782009943836,0.0116205075300189,-318.534489658317,-71.1369249622552,0,2822.05152286011,
56.6822395227123,130.800902311213,1629.02399999984,11.8457148395842,-0.0487053972839693,1,4,2959.73051363467,170.201347431827,70.7423877959069,36.0085092036494,93.6221239294885,93.6100755651233,97.2056602562897,0,20.928,1,56.872017934136,1.2,1.2,-298.489880231463,7.4993230702402,0.0116348886496901,-318.426914633479,-70.9606887166212,0,2822.04850920365,
56.6800762718493,130.814430358208,1629.23699999984,11.8448106846293,-0.0444190516006977,1,4,2959.61755691945,170.201912215403,70.7399226834889,36.0057607606506,93.6149779776915,93.5699921993133,97.2058828133211,0,20.928,1,56.872017934136,1.2,1.2,-297.881111933113,7.5008246156526,0.0116233679521853,-318.321242654018,-70.7833616010824,0,2822.04576076065,
56.6781021874644,130.827958921513,1629.44999999984,11.8439856240379,-0.0405332599780289,1,4,2959.51447775674,170.202427611216,70.7376731183369,36.0032527480655,93.6084571449703,93.5336563954819,97.206085900357,0,20.928,1,56.872017934136,1.2,1.2,-297.272198460948,7.50232171888436,0.0115885390250788,-318.217484788201,-70.6049631556131,0,2822.04325274807,
56.6762998037845,130.841487956015,1629.66299999984,11.8432323501582,-0.0370064939402234,1,4,2959.42036415043,170.202898179248,70.7356192014566,36.0009629521519,93.602503675595,93.500679316647,97.2062713164188,0,20.928,1,56.872017934136,1.2,1.2,-296.66314233062,7.50381165518343,0.0115326606906656,-318.115651903669,-70.4255130324769,0,2822.04096295215,
56.6746534284546,130.855017420759,1629.87599999984,11.8425442981,-0.0338022596746426,1,4,2959.33439670557,170.203328016472,70.7337430539352,35.9988714170099,93.5970656842256,93.4707193135991,97.2064406776473,0,20.928,1,56.872017934136,1.2,1.2,-296.053946079713,7.50529195643355,0.0114577174597564,-318.015754666299,-70.2450309941674,0,2822.03887141701,
56.6731489341361,130.868547278528,1630.08899999984,11.8419155583354,-0.0308883578530665,1,4,2959.25583774637,170.203720811268,70.7320285796129,35.9969601789035,93.5920964651491,93.443474980382,97.2065954388261,0,20.928,1,56.872017934136,1.2,1.2,-295.444612267443,7.50676038104731,0.0113654606418587,-317.917803539086,-70.0635369113364,0,2822.0369601789,
56.671773579589,130.882077495472,1630.30199999984,11.8413408016794,-0.0282362752435941,1,4,2959.18402197384,170.204079890131,70.7304612613223,35.9952130382186,93.5875538993684,93.4186794472818,97.2067369118549,0,20.928,1,56.872017934136,1.2,1.2,-294.835143474369,7.50821488753009,0.0112574368410303,-317.82180878105,-69.8810507607113,0,2822.03521303822,
56.6705158551944,130.895608040778,1630.51499999984,11.8408152145312,-0.0258206805040747,1,4,2959.11834839955,170.204408258002,70.7290279849558,35.9936153626103,93.5833999427869,93.3960956519287,97.2068662816963,0,20.928,1,56.872017934136,1.2,1.2,-294.225542301944,7.50965361280473,0.011135024866762,-317.727780446154,-69.6975926230014,0,2822.03361536261,
56.6693653488896,130.909138886376,1630.72799999984,11.8403344426848,-0.0236190031391278,1,4,2959.05827334526,170.204708633274,70.7277168867735,35.9921539161976,93.5796001821139,93.3755123910648,97.2069846202116,0,20.928,1,56.872017934136,1.2,1.2,-293.615811372191,7.51107485294251,0.010999454403299,-317.635728382256,-69.5131826807932,0,2822.0321539162,
56.6683126292728,130.922670006679,1630.94099999984,11.839894542344,-0.0216110794417434,1,4,2959.00330433912,170.204983478304,70.7265172202623,35.990816710661,93.5761234477186,93.3567410010094,97.2070928982229,0,20.928,1,56.872017934136,1.2,1.2,-293.005953327364,7.51247704595545,0.0108518219972432,-317.545662230075,-69.3278412164348,0,2822.03081671066,
56.6673491432405,130.936201378347,1631.15399999984,11.8394919372369,-0.019778852840502,1,4,2958.95299477067,170.205235026147,70.7254192395432,35.9895928748772,93.5729414746808,93.3396125486797,97.2071919960725,0,20.928,1,56.872017934136,1.2,1.2,-292.395970829515,7.51385875814706,0.0106931186207976,-317.457591422177,-69.14158860991,0,2822.02959287488,
56.6664671260027,130.949732980083,1631.36699999984,11.8391233809213,-0.0181061187780444,1,4,2958.90693919217,170.205465304039,70.7244140968726,35.9884725403377,93.5700286048779,93.3239754404408,97.2072827129042,0,20.928,1,56.872017934136,1.2,1.2,-291.785866560211,7.51521867059412,0.0105242307028536,-317.371525181994,-68.9544453367026,0,2822.02847254034,
56.6656595216945,130.963264792438,1631.57999999984,11.8387859235361,-0.0165783063034795,1,4,2958.86476917323,170.205676154134,70.7234937522121,35.9874467400775,93.5673615242015,93.309693375382,97.2073657748493,0,20.928,1,56.872017934136,1.2,1.2,-291.175643220065,7.51655556845437,0.0103459620090951,-317.28747252285,-68.76643196565,0,2822.02744674008,
56.6649199131091,130.97679679765,1631.79299999984,11.8384768823764,-0.0151822901376843,1,4,2958.82614963179,170.205869251841,70.7226508931847,35.9865073192326,93.5649190300047,93.2966435844283,97.2074418422719,0,20.928,1,56.872017934136,1.2,1.2,-290.56530352837,7.51786833097478,0.0101590390716063,-317.20544224702,-68.5775691567871,0,2822.02650731923,
56.6642424593183,130.990328979486,1632.00599999984,11.8381938157767,-0.0139062281920182,1,4,2958.79077557683,170.206046122116,70.7218788640145,35.9856468556475,93.5626818246835,93.2847153081658,97.2075115161985,0,20.928,1,56.872017934136,1.2,1.2,-289.954850222736,7.51915592252267,0.00996411910663771,-317.125442944805,-68.3878776591813,0,2822.02564685565,
56.6636218401429,131.003861323108,1632.21899999984,11.8379344998649,-0.0127394204739707,1,4,2958.75836920887,170.206208153956,70.7211716022671,35.9848585892133,93.5606323319547,93.2738084752157,97.2075753440414,0,20.928,1,56.872017934136,1.2,1.2,-289.344286058664,7.52041738531438,0.00976180315381796,-317.047482993636,-68.1973783087578,0,2822.02485858921,
56.6630532065975,131.017393814945,1632.43199999984,11.8376969078201,-0.0116721860625108,1,4,2958.72867733237,170.206356613338,70.7205235823953,35.9841363588163,93.5587545329225,93.2638325500234,97.2076338247052,0,20.928,1,56.872017934136,1.2,1.2,-288.733613809173,7.52165183191254,0.00955263428391197,-316.97157055719,-68.0060920261149,0,2822.02413635882,
56.6625321365654,131.030926442585,1632.64499999984,11.8374791913224,-0.010695755431889,1,4,2958.70146904126,170.206492654794,70.7199297652415,35.9834745459484,93.5570338194657,93.2547055245286,97.207687413154,0,20.928,1,56.872017934136,1.2,1.2,-288.122836264331,7.52285843964062,0.00933711243444661,-316.897713584539,-67.8140398143323,0,2822.02347454595,
56.6620545950677,131.044459194671,1632.85799999984,11.8372796639272,-0.00980217587529998,1,4,2958.67653364431,170.206617331778,70.7193855527724,35.9828680241686,93.5554568628385,93.2463530326199,97.2077365245042,0,20.928,1,56.872017934136,1.2,1.2,-287.511956230916,7.52403644492798,0.00911569386870256,-316.825919809316,-67.621242756769,0,2822.02286802417,
56.6616168985822,131.05799206081,1633.07099999984,11.837096786136,-0.00898422816242232,1,4,2958.65367880204,170.20673160599,70.7188867474279,35.9823121137219,93.5540114956769,93.2387075698687,97.2077815376997,0,20.928,1,56.872017934136,1.2,1.2,-286.900976531967,8.76067918355708,9.56936420037611,-316.756196748901,-67.4277220148536,0,2822.02231211372,
56.661215682942,131.071525031487,1633.28399999984,11.8369291519663,-0.00823535287235789,1,4,2958.63272885047,170.206836355748,70.7184295155462,35.981802540714,93.5526866058564,93.2317078039243,97.2078227988185,0,20.928,1,56.872017934136,1.2,1.2,-286.289900006295,5.42881794333522,-25.7823431008889,-316.688551703638,-67.2334988258665,0,2822.02180254071,
56.6608478744082,131.085058097991,1633.49699999984,11.8367754768511,-0.00754958509436711,1,4,2958.61352329068,170.206932383547,70.7180103544058,35.9813354003281,93.551472040853,93.225297963306,97.2078606240513,0,20.928,1,56.872017934136,1.2,1.2,-285.377769092652,5.5540595854861,0.969128031222015,-316.622991756067,-67.0385945007138,0,2822.02133540033,
56.9159006448265,131.098591252343,1633.70999999984,0,5.23514252036384,1,4,2971.93140687379,170.140342965631,71.0085486640965,36.3059967698501,94.3955916016103,43.8492577512294,100,0,0,1,0,1.2,1.2,-285.377769092652,1.85135319516203,-28.6515986139779,-316.560938141903,-66.8439115402964,0,2822.34599676985,
57.1696973591997,131.11206376163,1633.92299999984,0,5.2328104457377,1,4,2985.18370399748,170.074081480013,71.2974089215818,36.6305066755166,95.2393173563433,43.8208190811548,100,0,0,1,0,1.2,1.2,-285.377769092652,0.617117731720678,-9.59352357759285,-316.498884527738,-66.6492285798789,0,2822.67050667552,
57.422254825903,131.125476461634,1634.13599999984,0,5.23047945909136,1,4,2998.371292331,170.008143538345,71.5846138947653,36.9548653151627,96.082649819423,43.7924695359033,100,0,0,1,0,1.2,1.2,-285.377769092652,0.205705910573559,-3.21210085597397,-316.436830913574,-66.4545456194615,0,2822.99486531516,
57.6735894754808,131.138830169222,1634.34899999984,0,5.22814955900376,1,4,3011.49502981479,169.942524850926,71.8701858396159,37.2790728830061,96.9255894958158,43.7642079282063,100,0,0,1,0,1.2,1.2,-285.377769092652,0.0685686368578531,-1.07543029727419,-316.374777299409,-66.259862659044,0,2823.31907288301,
57.9237173724752,131.152125682939,1634.56199999984,0,5.22582074407982,1,4,3024.55575527799,169.87722122361,72.1541465161911,37.6031295697752,97.7681368814155,43.7360330977511,100,0,0,1,0,1.2,1.2,-285.377769092652,0.022856212285951,-0.360045802581447,-316.312723685245,-66.0651796986266,0,2823.64312956978,
58.1726542267807,131.165363783579,1634.77499999984,0,5.2234930129495,1,4,3037.55428903143,169.812228554843,72.436517204021,37.9270355628312,98.6102924633611,43.7079439103325,100,0,0,1,0,1.2,1.2,-285.377769092652,0.00761873742865034,-0.120535768622135,-316.25067007108,-65.8704967382091,0,2823.96703556283,
58.4204154045507,131.17854523473,1634.98799999984,0,5.22116636426699,1,4,3050.49143343706,169.747542832815,72.7173187168819,38.2507910462845,99.4520567203398,43.6799392570402,100,0,0,1,0,1.2,1.2,-285.377769092652,0.00253957914288345,-0.0403512637429972,-316.188616456915,-65.6758137777917,0,2824.29079104628,
58.6670159386745,131.191670783302,1635.20099999984,0,5.21884079670979,1,4,3063.36797345507,169.683160132725,72.9965714169921,38.5743962011071,100.293430122878,43.652018053477,100,0,0,1,0,1.2,1.2,-285.377769092652,0.000846526380961149,-0.0135077074804175,-316.126562842751,-65.4811308173742,0,2824.61439620111,
