speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
48.9904950087842,32.5227902947687,488.409000000019,11.8189085766861,-0.0154781314582119,1,4,2558.09693082902,172.209515345855,61.8640989647549,26.8989170003958,69.9371842010291,94.163740266657,97.9369264524803,0,15.669,1,49.1299798021092,1.2,1.2,-83.0029822667242,7.99137867461065,0.000886026435131671,297.597633150331,-47.6274186040233,0,2812.9389170004,
48.9897338520353,32.5384423105294,488.622000000019,11.81854132291,-0.0135083195340223,1,4,2558.0571861246,172.209714069377,61.8632091808866,26.8980811593554,69.935011014324,94.1454947474544,97.9369929398429,0,15.669,1,49.1299798021092,1.2,1.2,-82.2524924041035,7.99158659957598,0.00139112123225864,297.615889272695,-47.849684359471,0,2812.93808115936,
48.9890692690811,32.5540945694765,488.835000000019,11.8182206701032,-0.0117942321814752,1,4,2558.02248413567,172.209887579322,61.8624322889081,26.8973513784978,69.9331135840944,94.1296181660555,97.9370509905039,0,15.669,1,49.1299798021092,1.2,1.2,-81.501967696913,7.99186740402377,0.00187869195803366,297.637054148795,-48.0716819708752,0,2812.9373513785,
48.9884887934063,32.5697470407612,489.048000000019,11.817940601546,-0.0103014559200584,1,4,2557.99217390831,172.210039130458,61.8617537162604,26.896713964237,69.9314563070162,94.1157916647094,97.9371016937606,0,15.669,1,49.1299798021092,1.2,1.2,-80.751402916737,7.99221881637709,0.00235105466198638,297.661123846416,-48.2933717487904,0,2812.93671396424,
48.9879816190346,32.5853996975156,489.261000000019,11.8176959022005,-0.00900050209627658,1,4,2557.96569119563,172.210171544022,61.8611608313483,26.8961570475519,69.930008323635,94.1037420314868,97.9371459937646,0,15.669,1,49.1299798021092,1.2,1.2,-80.0007928391247,7.99263885937423,0.00281018107602787,297.688093891814,-48.5147140611587,0,2812.93615704755,
48.987538367004,32.6010525163225,489.474000000019,11.8174820459103,-0.00786603138869064,1,4,2557.94254626396,172.21028726868,61.8606426706035,26.8956703272627,69.928742850883,94.0932345092377,97.9371847099456,0,15.669,1,49.1299798021092,1.2,1.2,-79.2501322440887,7.99312580837034,0.00325776336246574,297.717959270546,-48.7356693406983,0,2812.93567032726,
48.9871508876443,32.6167054767602,489.687000000019,11.8172950999064,-0.00687621718001032,1,4,2557.92231356861,172.210388432157,61.8601897073842,26.8952448526931,69.9276366170019,94.0840668929603,97.9372185543016,0,15.669,1,49.1299798021092,1.2,1.2,-78.4994159167772,7.99367815319983,0.00369523806790445,297.75071442841,-48.9561980922799,0,2812.93524485269,
48.9868120924662,32.63235856101,489.900000000019,11.8171316436253,-0.00601221907396881,1,4,2557.90462297566,172.210476885122,61.8597936554829,26.8948728389059,69.9266693811555,94.0760646489509,97.9372481460972,0,15.669,1,49.1299798021092,1.2,1.2,-77.748638647737,7.99429456934637,0.00412384849449489,297.786353272476,-49.1762609002894,0,2812.93487283891,
48.9865158107058,32.6480117535173,490.113000000019,11.8169886994398,-0.00525774463838457,1,4,2557.88915227136,172.210554238643,61.8594473014492,26.8945475090537,69.9258235235395,94.0690768522906,97.9372740244055,0,15.669,1,49.1299798021092,1.2,1.2,-76.997795233672,7.99497389083925,0.00454465632805935,297.824869172226,-49.3958184359762,0,2812.93454750905,
48.9862566665163,32.6636650406986,490.326000000019,11.8168636733665,-0.00459868245275255,1,4,2557.87562074947,172.210621896253,61.8591443610425,26.8942629594315,69.925083694522,94.0629727856282,97.9372966588427,0,15.669,1,49.1299798021092,1.2,1.2,-76.2468804779184,7.99571508793962,0.00495857374536312,297.866254960788,-49.6148314647847,0,2812.93426295943,
48.9860299735398,32.6793184106881,490.539000000019,11.8167543041685,-0.00402279325813997,1,4,2557.86378370624,172.210681081469,61.8588793559992,26.8940140436405,69.9244365134652,94.0576390767516,97.9373164587837,0,15.669,1,49.1299798021092,1.2,1.2,-75.4958891908917,7.99651724915223,0.00536639240031329,297.91050293627,-49.8332608536689,0,2812.93401404364,
48.9858316441785,32.6949718531168,490.752000000019,11.8166586195584,-0.0035194488048182,1,4,2557.85342770289,172.210732861486,61.8586475079801,26.8937962729073,69.923870309559,94.0529772784126,97.9373337812907,0,15.669,1,49.1299798021092,1.2,1.2,-74.7448161907433,7.99737956336084,0.00576878428970555,297.957604863199,-50.0510675783877,0,2812.93379627291,
48.9856581113473,32.7106253589217,490.965000000019,11.8165748984283,-0.00307941012255777,1,4,2557.84436647983,172.210778167601,61.8584446471056,26.8936057301244,69.9233748983234,94.0489018136409,97.9373489379522,0,15.669,1,49.1299798021092,1.2,1.2,-73.9936563037421,7.99830130723585,0.00616633705423037,298.007551974057,-50.2682127307798,0,2812.93360573012,
48.9855062608632,32.7262789201795,491.178000000019,11.8165016382168,-0.00269463857560531,1,4,2557.8364374263,172.210817812868,61.8582671329246,26.893438995579,69.9229413885053,94.045338224973,97.9373622007905,0,15.669,1,49.1299798021092,1.2,1.2,-73.2424043649768,7.99928183181988,0.00655954850386458,298.06033497091,-50.4846575260172,0,2812.93343899558,
48.9853733729304,32.7419325299619,491.391000000019,11.8164375266676,-0.00235813433349723,1,4,2557.82949852493,172.210852507375,61.8581117860141,26.8932930826778,69.9225620149623,94.0422216778037,97.9373738073749,0,15.669,1,49.1299798021092,1.2,1.2,-72.4910552187746,8.00032055278344,0.00694885118855729,298.11594402715,-50.7003633098358,0,2812.93329308268,
48.9852570714226,32.7575861822095,491.604000000019,11.8163814173527,-0.002063797884426,1,4,2557.82342570345,172.210882871483,61.8579758286935,26.8931653822396,69.922229993823,94.0394956773056,97.9373839652532,0,15.669,1,49.1299798021092,1.2,1.2,-71.7396037193016,7.98869893554575,-0.0777462595931866,298.174368789317,-50.9152915657416,0,2812.93316538224,
48.9851552798694,32.7732398716222,491.817000000019,11.8163323084314,-0.00180631100363941,1,4,2557.81811053651,172.210909447317,61.8578568335743,26.8930536141529,69.9219393967976,94.0371109656498,97.937392855797,0,15.669,1,49.1299798021092,1.2,1.2,-70.9880447311178,7.97591281054777,-0.0855363769787797,298.235598379038,-51.1294039221905,0,2812.93305361415,
48.9047393952425,32.7889685784974,492.030000000019,11.7775678765957,-2.70410770926985,1,4,2553.61909953208,172.23190450234,61.7638376416809,26.8048287812294,69.6925548311965,94.0350245720646,0,17.3678732247871,15.669,1,49.1299798021092,1.2,1.2,-70.2363731296417,7.94874775404855,-0.180861534707866,298.29962139505,-51.3426621597424,0,2812.84482878123,
48.7516237721779,32.8047549710999,492.243000000019,11.7039346603618,-3.13465073991906,1,4,2545.62398526853,172.271880073657,61.5847522266208,26.6372453060635,69.2568377957652,94.0331989929325,0,21.0072350417976,15.669,1,49.1299798021092,1.2,1.2,-69.4845838017935,7.91857060755052,-0.200181477241006,298.366425915324,-51.555028218186,0,2812.67724530606,
48.5734783940699,32.8206073303372,492.456000000019,11.6185552511248,-3.54187493690831,1,4,2536.32191259305,172.318390437035,61.3762788071658,26.4429284088893,68.7516138631123,94.0316014828877,0,24.4530605119691,15.669,1,49.1299798021092,1.2,1.2,-68.7326716465141,7.88486633650924,-0.222648437188572,298.435999499294,-51.7664642036341,0,2812.48292840889,
48.3713489281259,32.8365339150605,492.669000000019,11.5220595451431,-3.93181826435397,1,4,2525.76748226184,172.371162588691,61.1395910177121,26.2233116846161,68.1806103800018,94.0302034409458,0,27.7561209711623,15.669,1,49.1299798021092,1.2,1.2,-67.9806315752852,7.84751571635282,-0.245586097979629,298.508329190171,-51.9769323955878,0,2812.26331168462,
48.1459153559914,32.8525430546927,492.882000000019,11.414913211637,-4.30788265012024,1,4,2513.99620032481,172.430018998376,60.8754302617771,25.9794549601835,67.5465828964772,94.0289798782033,0,30.9450231277865,15.669,1,49.1299798021092,1.2,1.2,-67.2284585127801,7.80651384665513,-0.26820340460755,298.583401517359,-52.186395253969,0,2812.01945496018,
47.897639574478,32.8686432204468,493.095000000019,11.2974893652886,-4.67215192723888,1,4,2501.03218527302,172.494839073635,60.5842780783503,25.7122074155986,66.8517392805564,94.0279089557223,0,34.0372905022734,15.669,1,49.1299798021092,1.2,1.2,-66.4761473973317,7.76188163975963,-0.290299730322751,298.661202498969,-52.3948154261182,0,2811.7522074156,
47.6268388608343,32.8848430858358,493.308000000019,11.1701043928243,-5.02597139963978,1,4,2486.89200411514,172.565539979424,60.2664418742525,25.4222891224515,66.0979517183738,94.0269715829199,0,37.0442357194083,15.669,1,49.1299798021092,1.2,1.2,-65.7236931815174,7.71363935651561,-0.311849510252716,298.741717644421,-52.6021557537587,0,2811.46228912245,
47.3337266443906,32.9011515820803,493.52100000002,11.0330380170226,-5.37023834951325,1,4,2471.58680131736,172.642065993413,59.9221024333713,25.1103367080375,65.2868754408975,94.0261510682243,0,39.973402347793,15.669,1,49.1299798021092,1.2,1.2,-64.9710908327886,7.6617996275542,-0.332872120206573,298.82493195715,-52.8083792799229,0,2811.15033670804,
47.018436801351,32.9175779517547,493.73400000002,10.8865454595545,-5.70556189752372,1,4,2455.12356738481,172.724382163076,59.5513421456607,24.7769310370365,64.420020696295,94.025432814946,0,42.8299083692559,15.669,1,49.1299798021092,1.2,1.2,-64.2183353339649,7.60636628172338,-0.353393142608435,298.9108299374,-53.0134492558428,0,2810.81693103704,
46.681038793208,32.934131802923,493.94700000002,10.7308652553569,-6.03235738031172,1,4,2437.50592933188,172.812470353341,59.1541625054401,24.4226149964187,63.4987989906887,94.024804056324,0,45.6172391939348,15.669,1,49.1299798021092,1.2,1.2,-63.4654216839357,7.54733467569489,-0.373434270054205,298.999395585113,-53.2173291478003,0,2810.46261499642,
46.3215473066441,32.9508231654762,494.16000000002,10.5662244988811,-6.35090522641299,1,4,2418.73465404117,172.906326729794,58.730495148997,24.0479054354987,62.5245541322966,94.0242536245588,0,48.3377422845681,15.669,1,49.1299798021092,1.2,1.2,-62.7123448980201,7.48469224131154,-0.393011677017415,299.090612402911,-53.4199826439384,0,2810.0879054355,
45.9399283646148,32.9676625511283,494.37300000002,10.3928424871411,-6.66138935654003,1,4,2398.8079673609,173.005960163196,58.2802087283805,23.6533014572298,61.4985837887974,94.0237717493592,0,50.9929497076047,15.669,1,49.1299798021092,1.2,1.2,-61.9591000088074,7.41841889555792,-0.412136682515917,299.184463399175,-53.6213736610305,0,2809.69330145723,
45.5361030289409,32.9846610184499,494.58600000002,10.2109333157942,-6.96392316725783,1,4,2377.72174744022,173.111391262799,57.8031129249446,23.2392903266823,60.422154849374,94.0233498821484,0,53.5837963544191,15.669,1,49.1299798021092,1.2,1.2,-61.205682066578,7.34848725178138,-0.430816759701728,299.280931091207,-53.8214663512069,0,2809.27929032668,
45.1099493555409,33.0018302443459,494.79900000002,10.0207077652514,-7.25856766575606,1,4,2355.46962682395,173.22265186588,57.298960368492,22.8063517636835,59.296514585577,94.0229805425983,0,56.1107722249151,15.669,1,49.1299798021092,1.2,1.2,-60.4520861399258,7.27486263551955,-0.449056459062886,299.379997508497,-54.0202251086383,0,2808.84635176368,
44.6613029989752,33.0191826035072,495.01200000002,9.82237468949796,-7.54534446617349,1,4,2332.04302401962,173.339784879902,56.7674469174497,22.3549611036652,58.1228988695296,94.0226571846018,0,58.5740315534819,15.669,1,49.1299798021092,1.2,1.2,-59.6983073164468,7.19750292194461,-0.466858148013095,299.481644196064,-54.2176145761729,0,2808.39496110367,
44.1899567011537,33.0367312575652,495.22500000002,9.6161420464655,-7.82424531946059,1,4,2307.43111679969,173.462844416002,56.2082105646897,21.8855916427114,56.9025382710496,94.0223740791881,0,60.9734728284036,15.669,1,49.1299798021092,1.2,1.2,-58.9443407032128,7.11635820996934,-0.484222569961192,299.585852217905,-54.4135996519286,0,2807.92559164271,
43.6956587934008,33.0544902559647,495.43800000002,9.40221766315587,-8.09523924302216,1,4,2281.6207639851,173.591896180075,55.6208291080231,21.3987163789195,55.6366625851906,94.0221262122066,0,63.3087986646405,15.669,1,49.1299798021092,1.2,1.2,-58.1901814274505,7.03137033485307,-0.501149291761312,299.692602160518,-54.6081454958361,0,2807.43871637892,
43.1781107666624,33.0724746509528,495.65100000002,9.1808097994968,-8.35827794995288,1,4,2254.59637857077,173.727018107146,55.0048166348119,20.8948092956928,54.3265041688013,94.0219091948962,0,65.5795614103754,15.669,1,49.1299798021092,1.2,1.2,-57.4358246371662,6.94247221570906,-0.517637055543191,299.801874136528,-54.8012175361347,0,2806.93480929569,
42.6369639072025,33.0907006295798,495.86400000002,8.9521275555891,-8.6133000488787,1,4,2226.33975205447,173.868301239728,54.3596187997391,20.3743462886033,52.9733003503687,94.0217191856989,0,67.7851984450267,15.669,1,49.1299798021092,1.2,1.2,-56.681265501706,9.5626537482086,15.0545972904136,299.913647788388,-54.9927814758167,0,2806.4143462886,
42.0718149458484,33.1091856662584,496.07700000002,8.71638115382005,-8.86023433851359,1,4,2196.82982725697,174.015850863715,53.6846068130387,19.8378058074597,51.5782950993953,94.0215528218911,0,69.925059892076,15.669,1,49.1299798021092,1.2,1.2,-55.9264992124585,2.30296108070299,-41.1269532002117,300.027902292177,-55.1828032990215,0,2805.87780580746,
41.482200621626,33.1276876766983,496.29000000002,8.47378211801407,-0.571346451764196,1,4,2166.04241445586,174.169787927721,52.9790699960515,19.2856692640404,50.1427400865049,94.0214071597915,0,0,15.669,1,49.1299798021092,1.2,1.2,-54.2784745295988,2.56441009071779,1.47977844861307,300.144616361485,-55.371249277377,0,2805.32566926404,
41.4441448127707,33.1461896871382,496.50300000002,-11.8533392962565,0,1,4,2164.05528516036,174.179723574198,52.9334864069744,19.2503001140272,50.0507802964706,0,4.73242772450551,0,-11.181,1,41.4441448127707,1.2,1.2,-55.3285344155988,-5.44580034004405,-45.3370879607686,300.265732076631,-55.5547911809234,0,2805.29030011403,
41.4060890039154,33.1646916975782,496.71600000002,-11.8315807915445,-0.571346451764196,1,4,2162.06815586486,174.189659220676,52.8878972727026,19.2149634265952,49.9589049091475,100,98.543017776865,0,-11.181,1,41.4441448127707,1.2,1.2,-56.3781741973329,-8.11234590997762,-15.0924138760707,300.383513496184,-55.7406001178595,0,2805.2549634266,
41.3918676961025,33.1832107129802,496.92900000002,-11.8234548534969,-0.213313893616976,1,4,2161.32557337285,174.193372133136,52.8708593671715,19.2017665761368,49.9245930979556,96.7081422295895,98.5440494673714,0,-11.181,1,41.4441448127707,1.2,1.2,-57.4274068011952,-8.99516728445701,-4.99210331343585,300.497918172849,-55.9286123647953,0,2805.24176657614,
41.3817467881754,33.2017360910962,497.14200000002,-11.8176735503175,-0.151757405192001,1,4,2160.79709813493,174.196014509325,52.8587334935899,19.1923775070761,49.9001815183979,96.1428650056973,98.5447834565705,0,-11.181,1,41.4441448127707,1.2,1.2,-58.4762452393808,-9.28550265240646,-1.64119989582798,300.608904877021,-56.1187634038027,0,2805.23237750708,
41.3742104534608,33.2202660000419,497.35500000002,-11.813369535119,-0.11297553138135,1,4,2160.40357945954,174.197982102702,52.8497039459389,19.1853876131571,49.8820077942084,95.7868401904158,98.5453298796241,0,-11.181,1,41.4441448127707,1.2,1.2,-59.5247026064689,-9.37887026640418,-0.527656865588847,300.716433611654,-56.3109879456815,0,2805.22538761316,
41.3684647589099,33.2387992842206,497.56800000002,-11.8100886845987,-0.0861167534453166,1,4,2160.10356118878,174.199482194056,52.8428196811387,19.1800593798578,49.8681543876303,95.5403231593328,98.5457463989075,0,-11.181,1,41.4441448127707,1.2,1.2,-60.5727920763104,-9.40695723242778,-0.158701511059663,300.820465626685,-56.5052199535033,0,2805.22005937986,
41.3640202839503,33.2573351424998,497.78100000002,-11.8075511563588,-0.0666047592221855,1,4,2159.87148764571,174.200642561771,52.8374943996723,19.1759383318608,49.857439662838,95.3612636567238,98.5460685462316,0,-11.181,1,41.4441448127707,1.2,1.2,-61.6205268987504,-9.41357418621275,-0.0373829886678026,300.920963433006,-56.7013926664249,0,2805.21593833186,
41.3605488184896,33.2758729924171,497.99400000002,-11.8055693477379,-0.0520176808857616,1,4,2159.69022095022,174.201548895249,52.8333349062188,19.1727197948926,49.8490714667207,95.227414443323,98.5463201409121,0,-11.181,1,41.4441448127707,1.2,1.2,-62.6679203964448,-9.41327015059003,0.00171748806362473,301.017890815985,-56.8994386237636,0,2805.21271979489,
41.3578187347311,33.2944123982496,498.20700000002,-11.8040108998764,-0.0409051188830657,1,4,2159.54766638158,174.202261668092,52.8300637003921,19.170188812838,49.8424909133788,95.1254555462724,98.5465179876804,0,-11.181,1,41.4441448127707,1.2,1.2,-63.7149859618484,-9.41085731461072,0.0136288937833833,301.111212848523,-57.0992896893238,0,2805.21018881284,
41.3556609621381,33.3129530278925,498.42000000002,-11.8027792243408,-0.0323279892525145,1,4,2159.43499572074,174.202825021396,52.8274782216934,19.1681885221932,49.8372901577024,95.0467646049538,98.5466743494543,0,-11.181,1,41.4441448127707,1.2,1.2,-64.7617370539294,-9.40791285639588,0.0166306619114961,301.200895903652,-57.3008770759675,0,2805.20818852219,
41.3539491607732,33.3314946249111,498.63300000002,-11.8018021588087,-0.0256450605989287,1,4,2159.34561197769,174.203271940112,52.8254271003922,19.1666017284422,49.8331644939497,94.9854551186081,98.5467983878265,0,-11.181,1,41.4441448127707,1.2,1.2,-65.8081871952035,-9.4049426782762,0.0167750558401915,301.28690766666,-57.5041313704204,0,2805.20660172844,
41.352587307805,33.3500369894389,498.84600000002,-11.8010248664348,-0.0204015237966922,1,4,2159.27450120615,174.203627493969,52.8237952876088,19.165339374341,49.8298823732866,94.9373525801934,98.5468970646719,0,-11.181,1,41.4441448127707,1.2,1.2,-66.8543499687078,-9.40210051593513,0.0160513802823103,301.369217146741,-57.7089825583026,0,2805.20533937434,
